#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.34,0.00
1,1000,5.48,0.18
2,1000,5.49,0.36
4,1000,5.48,0.73
8,1000,5.50,1.45
16,1000,5.49,2.91
32,1000,5.51,5.81
64,1000,5.49,11.66
128,1000,5.58,22.94
256,1000,5.63,45.50
512,1000,5.64,90.81
1024,1000,6.26,163.51
2048,1000,6.10,335.79
4096,1000,7.05,580.77
8192,1000,7.51,1091.16
16384,1000,9.75,1679.88
32768,1000,15.88,2063.49
65536,640,30.36,2158.34
131072,320,43.34,3023.94
262144,160,62.16,4217.48
524288,80,95.84,5470.19
1048576,40,160.70,6525.15
2097152,20,310.73,6749.01
4194304,10,616.64,6801.84
8388608,5,1461.79,5738.59
16777216,2,3159.74,5309.68
33554432,1,6354.31,5280.58
67108864,1,12671.54,5296.03
134217728,1,25196.58,5326.82
268435456,1,50072.31,5360.96
