#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.41,0.00
1,1000,5.51,0.18
2,1000,5.52,0.36
4,1000,5.50,0.73
8,1000,5.51,1.45
16,1000,5.52,2.90
32,1000,5.53,5.79
64,1000,5.54,11.55
128,1000,5.61,22.83
256,1000,5.68,45.04
512,1000,5.71,89.70
1024,1000,6.26,163.51
2048,1000,6.11,335.34
4096,1000,7.05,581.40
8192,1000,7.60,1077.80
16384,1000,9.63,1700.56
32768,1000,15.91,2060.10
65536,640,30.48,2149.86
131072,320,43.67,3001.52
262144,160,62.37,4203.23
524288,80,96.79,5416.55
1048576,40,160.04,6551.86
2097152,20,297.71,7044.24
4194304,10,608.25,6895.68
8388608,5,1463.65,5731.29
16777216,2,3175.04,5284.09
33554432,1,6345.30,5288.08
67108864,1,12706.50,5281.46
134217728,1,25257.26,5314.03
268435456,1,50184.30,5348.99
