#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.10,0.00
1,1000,8.17,0.12
2,1000,8.19,0.24
4,1000,8.17,0.49
8,1000,8.18,0.98
16,1000,8.16,1.96
32,1000,8.15,3.92
64,1000,8.22,7.78
128,1000,8.56,14.95
256,1000,8.57,29.89
512,1000,8.64,59.25
1024,1000,9.72,105.39
2048,1000,9.23,221.93
4096,1000,11.01,372.01
8192,1000,11.70,700.19
16384,1000,15.85,1033.95
32768,1000,26.08,1256.53
65536,640,58.35,1123.19
131072,320,82.04,1597.56
262144,160,123.75,2118.41
524288,80,198.78,2637.57
1048576,40,329.95,3177.99
2097152,20,624.19,3359.78
4194304,10,1231.37,3406.22
8388608,5,2452.31,3420.70
16777216,2,5074.09,3306.45
33554432,1,10268.48,3267.71
67108864,1,20153.79,3329.84
134217728,1,40167.76,3341.43
268435456,1,84138.83,3190.39
