#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.19,0.00
1,1000,8.21,0.12
2,1000,8.21,0.24
4,1000,8.20,0.49
8,1000,8.21,0.97
16,1000,8.20,1.95
32,1000,8.19,3.91
64,1000,8.22,7.79
128,1000,8.61,14.86
256,1000,8.66,29.57
512,1000,8.71,58.78
1024,1000,9.68,105.76
2048,1000,9.20,222.59
4096,1000,10.95,374.07
8192,1000,11.76,696.32
16384,1000,15.80,1036.69
32768,1000,26.15,1252.95
65536,640,58.80,1114.51
131072,320,82.38,1590.98
262144,160,124.86,2099.46
524288,80,198.98,2634.85
1048576,40,330.24,3175.23
2097152,20,625.86,3350.85
4194304,10,1231.49,3405.88
8388608,5,2467.76,3399.28
16777216,2,5040.00,3328.81
33554432,1,10244.47,3275.37
67108864,1,20259.07,3312.53
134217728,1,39977.05,3357.37
268435456,1,79736.69,3366.52
