#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.16,0.00
1,1000,8.16,0.12
2,1000,8.15,0.25
4,1000,8.15,0.49
8,1000,8.16,0.98
16,1000,8.19,1.95
32,1000,8.17,3.92
64,1000,8.17,7.83
128,1000,8.60,14.88
256,1000,8.67,29.52
512,1000,8.66,59.10
1024,1000,9.61,106.56
2048,1000,9.22,222.15
4096,1000,11.01,372.03
8192,1000,11.86,690.86
16384,1000,15.86,1032.87
32768,1000,26.00,1260.48
65536,640,57.86,1132.59
131072,320,81.37,1610.89
262144,160,123.53,2122.07
524288,80,197.90,2649.28
1048576,40,331.15,3166.50
2097152,20,627.32,3343.02
4194304,10,1229.55,3411.26
8388608,5,2431.88,3449.44
16777216,2,5059.02,3316.30
33554432,1,10296.57,3258.80
67108864,1,20446.56,3282.16
134217728,1,41064.92,3268.43
268435456,1,83500.81,3214.76
