#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.79,0.00
1,1000,7.85,0.13
2,1000,7.85,0.25
4,1000,7.82,0.51
8,1000,7.83,1.02
16,1000,7.88,2.03
32,1000,7.82,4.09
64,1000,7.84,8.17
128,1000,8.20,15.62
256,1000,8.24,31.07
512,1000,8.30,61.70
1024,1000,9.44,108.50
2048,1000,8.81,232.52
4096,1000,10.60,386.36
8192,1000,11.36,721.01
16384,1000,15.31,1070.22
32768,1000,25.22,1299.15
65536,640,55.67,1177.27
131072,320,76.12,1721.94
262144,160,110.42,2374.01
524288,80,170.45,3075.98
1048576,40,303.31,3457.10
2097152,20,593.08,3536.01
4194304,10,1224.54,3425.21
8388608,5,2423.72,3461.04
16777216,2,5002.02,3354.09
33554432,1,10270.87,3266.95
67108864,1,20149.84,3330.49
134217728,1,40023.44,3353.48
268435456,1,79911.93,3359.14
