#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.98,0.00
1,1000,8.07,0.12
2,1000,8.08,0.25
4,1000,8.05,0.50
8,1000,8.06,0.99
16,1000,8.07,1.98
32,1000,8.07,3.96
64,1000,8.11,7.90
128,1000,8.49,15.07
256,1000,8.51,30.10
512,1000,8.54,59.98
1024,1000,9.61,106.58
2048,1000,9.07,225.88
4096,1000,10.78,379.89
8192,1000,11.45,715.21
16384,1000,15.71,1042.73
32768,1000,25.69,1275.32
65536,640,56.27,1164.60
131072,320,77.03,1701.65
262144,160,110.93,2363.20
524288,80,172.59,3037.70
1048576,40,307.68,3408.06
2097152,20,601.62,3485.84
4194304,10,1226.73,3419.09
8388608,5,2414.85,3473.76
16777216,2,5032.17,3333.99
33554432,1,10300.97,3257.41
67108864,1,20278.65,3309.34
134217728,1,40519.38,3312.43
268435456,1,83235.88,3225.00
