#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.44,0.00
1,1000,5.50,0.18
2,1000,5.51,0.36
4,1000,5.52,0.72
8,1000,5.52,1.45
16,1000,5.49,2.91
32,1000,5.51,5.81
64,1000,5.51,11.61
128,1000,5.60,22.86
256,1000,5.63,45.50
512,1000,5.67,90.23
1024,1000,6.30,162.41
2048,1000,6.12,334.44
4096,1000,6.99,586.13
8192,1000,7.49,1093.81
16384,1000,9.62,1702.93
32768,1000,15.81,2072.22
65536,640,29.77,2201.38
131072,320,39.87,3287.44
262144,160,55.02,4764.30
524288,80,87.38,6000.18
1048576,40,150.58,6963.52
2097152,20,293.03,7156.84
4194304,10,597.92,7014.77
8388608,5,1452.02,5777.21
16777216,2,3142.61,5338.63
33554432,1,6345.48,5287.93
67108864,1,12680.24,5292.40
134217728,1,25192.57,5327.67
268435456,1,50036.67,5364.77
