#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.41,0.00
1,1000,5.50,0.18
2,1000,5.49,0.36
4,1000,5.49,0.73
8,1000,5.49,1.46
16,1000,5.50,2.91
32,1000,5.54,5.78
64,1000,5.51,11.61
128,1000,5.59,22.90
256,1000,5.64,45.42
512,1000,5.67,90.34
1024,1000,6.22,164.64
2048,1000,6.07,337.15
4096,1000,7.06,580.18
8192,1000,7.49,1094.30
16384,1000,9.75,1680.84
32768,1000,15.79,2075.38
65536,640,29.68,2208.07
131072,320,39.83,3290.54
262144,160,55.07,4759.87
524288,80,87.97,5959.96
1048576,40,150.70,6958.12
2097152,20,294.83,7113.13
4194304,10,594.19,7058.86
8388608,5,1443.97,5809.39
16777216,2,3142.31,5339.13
33554432,1,6341.11,5291.57
67108864,1,12698.37,5284.84
134217728,1,25178.44,5330.66
268435456,1,50089.34,5359.13
