#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.43,0.00
1,1000,5.51,0.18
2,1000,5.52,0.36
4,1000,5.50,0.73
8,1000,5.51,1.45
16,1000,5.51,2.91
32,1000,5.55,5.76
64,1000,5.54,11.55
128,1000,5.62,22.79
256,1000,5.64,45.37
512,1000,5.68,90.17
1024,1000,6.32,161.97
2048,1000,6.10,335.64
4096,1000,7.03,582.55
8192,1000,7.49,1093.87
16384,1000,9.65,1698.36
32768,1000,15.78,2076.03
65536,640,29.74,2203.29
131072,320,39.81,3292.82
262144,160,55.00,4766.45
524288,80,87.62,5983.98
1048576,40,150.06,6987.71
2097152,20,292.65,7166.19
4194304,10,595.41,7044.45
8388608,5,1452.14,5776.71
16777216,2,3152.87,5321.25
33554432,1,6362.78,5273.55
67108864,1,12681.43,5291.90
134217728,1,25247.41,5316.10
268435456,1,50138.90,5353.84
