#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.39,0.00
1,1000,5.53,0.18
2,1000,5.52,0.36
4,1000,5.53,0.72
8,1000,5.51,1.45
16,1000,5.51,2.90
32,1000,5.54,5.78
64,1000,5.54,11.55
128,1000,5.61,22.80
256,1000,5.67,45.17
512,1000,5.71,89.64
1024,1000,6.29,162.70
2048,1000,6.14,333.49
4096,1000,7.07,579.45
8192,1000,7.53,1087.95
16384,1000,9.66,1695.23
32768,1000,15.80,2074.47
65536,640,29.73,2204.40
131072,320,39.82,3291.37
262144,160,55.27,4743.30
524288,80,87.98,5958.98
1048576,40,150.06,6987.83
2097152,20,293.12,7154.62
4194304,10,595.35,7045.06
8388608,5,1443.94,5809.52
16777216,2,3164.39,5301.88
33554432,1,6373.39,5264.77
67108864,1,12721.29,5275.32
134217728,1,25169.89,5332.47
268435456,1,50290.05,5337.75
